x,y
4.867392,2.137328
8.582052,1.450508
1.797871,1.976574
2.880246,1.100377
-7.790203,2.025909
5.492082,2.781122
-3.870344,1.604745
7.611973,2.439104
2.608029,1.366567
8.577874,1.047109
-6.066212,3.190689
5.092925,2.516609
-6.847388,3.096764
-9.156426,0.853541
-2.427542,1.254775
5.732185,2.962399
4.255043,1.805395
-7.794528,2.158287
5.242661,2.784529
-9.398623,0.704779
-3.66737,1.066153
3.341467,0.946132
-1.471139,2.508163
-1.988857,1.804573
4.875231,2.318859
-2.693885,1.301678
5.275098,2.545932
-3.546616,0.90244
0.254376,4.92174
-0.426483,4.701416
-7.376624,2.432459
-9.36407,0.959373
-1.110868,3.537584
3.830424,1.114123
4.381514,1.629994
5.559005,2.943139
-4.237986,1.496188
5.627095,2.740882
9.325079,0.747292
9.930469,1.118877
-5.217871,2.824915
-1.096375,3.421395
-7.395561,2.500405
-5.310518,2.615408
3.121649,1.236802
1.444592,3.043417
1.119333,3.555023
-4.994075,2.091958
8.405624,1.509728
4.475024,1.859474
5.539819,2.635501
-5.154477,2.495818
-6.485961,3.302858
-1.10412,3.190522
6.593824,3.15012
2.038293,1.830919
2.758938,1.132266
-3.932657,1.040351
-8.69206,1.647922
8.76061,1.359116
-4.671666,1.870699
-5.416573,2.961977
-3.920471,1.319566
-2.56119,1.556754
7.142541,2.796246
6.141527,3.129806
-2.225414,1.682979
-4.695071,2.045429
-9.352543,1.048386
3.395705,1.185741
-8.512772,1.316429
2.182822,1.578907
-6.426753,3.242445
-9.407336,0.813805
4.163077,1.747001
-4.444435,1.922478
-7.684231,2.146992
3.824519,1.362595
-3.019786,0.895865
-5.43729,2.916353
-6.648,3.17515
1.892623,2.230346
6.197797,3.131188
0.298583,4.722697
-3.020372,1.117541
-8.938131,1.329036
2.123804,1.679192
3.630529,1.184374
1.674866,2.363213
-2.60495,1.450889
8.919841,0.873406
3.728612,1.320148
-5.508523,2.795389
-1.108011,3.491834
4.152271,1.590025
-9.404046,1.222742
3.177872,0.91007
-3.68165,1.11178
6.315405,3.298375
-6.888427,3.051946
-0.931915,3.701347
-3.605837,1.382829
0.993851,3.471282
0.445185,4.655386
-3.6937,0.750895
3.922258,1.159263
-8.102452,1.944237
9.176161,0.87195
-7.406448,2.483424
-9.528028,0.766558
-8.305584,1.882475
-8.953584,1.084175
-0.600928,4.393935
6.393648,3.274631
9.381945,0.863823
-3.000286,0.930535
-4.542271,1.729214
-9.775429,0.984586
5.880467,3.228205
-7.992493,1.845154
6.378848,3.222647
4.957196,2.701681
-2.402738,1.377699
-7.845913,1.965726
5.320655,2.827247
-5.824368,2.801095
8.902042,1.063365
-9.448522,0.937708
4.938464,2.060982
2.726518,1.424758
8.770772,0.932274
-8.122829,1.964596
9.193645,1.08586
6.375592,3.196866
-5.703801,3.011784
6.675442,2.969037
-4.885674,2.616164
2.81141,1.359712
4.329846,1.701196
6.035658,3.259531
-0.772346,3.982637
-7.607204,2.246012
0.211667,5.081157
4.858624,2.365401
-8.862599,1.444699
1.196822,3.003925
-2.640073,0.900885
7.644704,2.111648
7.599544,2.490556
-8.790802,0.947507
-8.56469,1.406419
-5.414935,2.830402
-5.547585,3.165975
2.909182,1.168285
-4.14036,1.587999
7.710094,2.29982
0.886872,3.853721
4.036219,1.151902
-6.338976,3.32001
-3.053345,1.233242
-9.204112,0.836
-5.014301,2.40937
5.933626,3.307974
4.158542,1.551783
-0.678169,4.51146
6.066399,3.165544
-8.35832,1.639868
-0.407889,4.953296
9.223637,0.920018
-5.23773,2.717014
-0.936236,3.481996
-0.378244,4.666493
-8.685032,1.216802
-7.823532,2.14841
7.864766,2.139848
7.287529,2.806962
5.978363,2.963924
-3.004388,1.081827
-7.400627,2.587997
7.839879,2.10032
-1.360703,2.931724
-7.402549,2.189242
3.392319,1.03709
0.354128,4.658198
1.087952,3.174553
8.335257,1.664279
-2.392958,1.236022
-6.550048,3.080749
-7.334557,2.452872
-0.432557,4.69573
7.505799,2.470349
-1.751174,2.360525
0.585113,4.267245
2.661014,1.294547
-6.7793,2.675359
-5.075003,2.422976
7.038436,3.02494
-9.017323,1.029684
7.796517,1.981319
-9.446747,1.075783
2.238982,1.445497
-4.198461,1.629153
-8.367444,1.314051
5.429373,2.848115
-2.813227,1.178887
2.062505,1.997678
-2.657758,1.247836
2.636841,1.539074
7.689307,2.428756
3.149641,1.093867
2.865532,0.975348
-8.643989,1.22026
2.05439,2.0031
1.04392,3.548593
0.610617,4.353614
8.259616,1.788958
8.873858,0.868313
8.689926,1.196546
-6.532179,3.203852
-6.688847,2.786601
8.446156,1.361319
9.921246,0.838289
4.730007,2.285467
6.380301,3.276476
1.639659,2.438673
-1.045564,3.474937
-1.729822,2.418147
-0.687758,4.076759
3.377513,1.008798
-3.753384,1.393039
7.768404,2.001285
4.435373,1.695869
4.428697,1.703758
0.421877,4.670694
9.34659,1.035196
4.964552,2.235204
4.818898,1.96239
7.006871,2.517789
0.661009,4.289432
-4.645301,2.318516
4.928711,2.284896
3.876088,1.317586
-8.681062,1.033105
0.382217,4.445903
6.225563,3.193646
0.592494,4.598126
4.42713,1.879785
0.579352,4.501569
2.579697,1.404875
4.239353,1.813493
-2.853725,1.155283
8.619266,1.158715
-4.756582,2.258865
-2.125785,1.898455
9.316999,1.00746
-3.652732,1.018226
-0.173251,4.941526
9.396203,0.964449
3.539351,0.980283
5.376288,2.863925
-8.018475,1.679991
-1.597096,2.558775
7.529158,2.370232
5.512336,3.10248
0.009864,5.074074
-3.476695,1.175491
-9.858995,1.161068
-5.251637,2.70108
-2.758127,1.149738
-7.25162,2.675072
-3.86098,1.445982
2.162568,1.76599
-5.218664,2.608462
-0.558902,4.229791
-8.386946,1.198482
0.779877,3.907832
6.097047,3.20725
6.992764,2.83501
-8.120765,1.405299
1.302965,3.002878
8.941359,1.269028
-4.497229,1.763095
-3.229701,1.001689
-0.408158,4.555629
7.206421,2.532262
0.393995,4.876212
4.412494,1.610271
-9.131299,0.763494
-4.417527,1.838401
5.53622,2.980003
-6.097726,3.221187
1.847354,2.124893
-6.738491,3.003376
2.235138,1.630736
-0.262617,5.080989
8.334263,1.765562
-0.56653,4.237429
5.354616,2.660817
6.423368,2.995537
0.320815,4.954644
-7.048911,2.634571
-1.124893,3.359496
-9.632074,0.904613
9.184153,0.945419
-8.706614,1.157504
-7.64881,2.245395
7.991939,1.855619
2.336529,1.476857
-0.163281,5.165708
7.016433,2.643357
-6.072576,3.065766
-0.489205,4.452498
1.446213,2.724963
-4.306116,1.763532
-8.760956,1.24095
-8.157679,1.887444
-1.470709,2.568268
-5.794309,2.895328
6.797238,3.148757
-9.994739,1.082849
4.946937,2.569126
3.63547,1.176429
9.24742,0.77318
-9.116223,0.983502
-6.442775,3.191588
-7.417773,2.376217
4.46112,1.915314
-6.393557,3.142949
-3.330445,0.927706
6.45478,3.12313
-6.078671,3.164495
-4.755244,2.125127
-8.683051,0.990364
-3.10921,1.136157
5.18573,2.685689
-5.925699,3.317713
-0.992339,3.579712
-1.455341,2.641034
0.387896,4.828838
4.019782,1.562948
-9.503737,1.055394
2.773717,1.270116
-1.322048,3.145193
-2.247193,1.695832
-9.881737,0.825967
8.162276,1.674622
-8.429426,1.361782
7.883939,1.967646
1.36125,2.972499
6.358276,2.996707
6.359657,3.248198
5.788207,2.852699
5.599425,3.116442
8.357412,1.385502
2.07534,1.896514
5.825913,2.822794
-0.702681,3.995437
-8.845201,1.373158
4.900506,2.262206
9.068237,0.973093
-8.507622,1.290303
7.594347,2.415784
5.530278,3.108492
5.109787,2.455018
2.995029,1.170156
-6.718762,3.186183
9.649445,0.810014
-6.852091,2.837845
-8.501284,1.301711
3.582984,0.9989
-5.480864,3.073405
4.231219,1.347385
-7.328677,2.482875
1.029759,3.697488
-0.3945,4.537998
5.427487,2.66775
-3.69669,1.393259
8.83482,1.23646
7.249519,2.800748
3.633634,1.282524
8.71677,1.384681
9.790997,1.100642
-9.431485,0.865299
1.8483,2.324848
7.893551,1.98854
1.459397,2.777459
0.096316,5.069224
-6.04995,3.176947
-3.84053,1.466722
-1.648392,2.298768
8.110429,1.757512
-4.628012,2.077523
-3.234434,1.096061
-0.28314,4.845219
-9.838999,1.067546
-3.46384,1.055122
5.336235,2.56284
-2.419262,1.364486
-2.99225,1.053444
-6.491172,2.578063
-5.091986,2.366777
3.842236,1.515336
-3.012573,1.178698
-3.939694,1.494345
4.161659,1.340928
7.521027,2.49239
8.77583,1.255997
-2.839244,1.25723
-7.545902,2.379728
-6.342924,3.130614
-2.425264,1.653873
9.915953,0.839818
2.385725,1.661972
3.899782,1.430836
-6.05443,3.117235
-1.95529,2.163179
-9.107584,1.005386
-4.515933,1.895732
-6.171982,2.744493
4.222308,1.644009
-6.769442,2.989493
0.075942,5.270174
-9.276815,0.834105
-3.03808,1.115972
-9.272726,1.061816
-3.119747,1.253084
-3.412662,1.132683
-8.821309,1.202264
2.796954,1.086809
-4.561539,1.65481
6.673646,3.084115
-9.821226,0.955622
-3.520916,1.257055
-7.295519,2.580782
-4.624245,1.96452
7.538295,2.587759
2.631304,1.196363
6.271726,3.082992
-4.931564,2.347081
-3.815127,1.367169
6.91548,2.90408
-8.965295,1.138785
8.006959,1.823463
-1.033045,3.40947
5.843555,2.853835
0.103644,5.150153
-7.461771,2.56977
0.093923,5.170033
3.403769,1.065576
-7.549236,2.304913
9.19316,0.614528
0.052548,5.470695
-7.833189,1.999057
-0.447977,4.794461
9.671134,1.074272
-2.046947,2.035489
-5.724659,3.395766
1.198263,3.404933
2.293835,1.613771
4.730661,2.080904
-7.650786,2.464275
6.684865,2.86132
-8.802888,1.393248
8.226228,1.508956
-1.90732,2.202824
-8.250811,1.396447
3.345977,1.128209
6.892135,3.266248
7.268721,2.78295
3.910201,1.507755
7.399207,2.71067
2.717342,1.377131
-6.290429,3.183313
-0.725126,4.243627
-8.483538,1.338007
-4.061878,1.491686
2.161417,1.153152
-7.588909,2.103842
3.392207,1.132979
-5.801356,2.963231
-9.984846,1.244919
7.546937,2.212334
5.117158,2.249294
-2.951719,1.220703
1.353965,2.930346
-5.858579,2.937986
-2.090643,1.788357
3.010101,1.254198
-6.747556,2.990655
-7.218164,3.021046
7.323403,2.520263
-9.072273,0.911787
-6.109161,3.100987
8.398106,1.514291
8.23776,1.83923
9.895348,0.864064
-5.198068,2.60705
6.944639,3.015486
-9.263519,0.693406
-7.20163,2.625332
5.446959,2.969393
-1.014656,3.573676
2.94308,0.744356
7.339818,2.824817
7.320899,2.721618
9.027657,1.082932
-5.06929,2.545536
-4.59974,1.91291
-3.083657,0.966458
-7.013471,2.709963
9.02418,1.193073
6.676708,3.123377
2.129076,1.828057
-2.180453,1.687222
-3.874215,1.150571
5.768566,2.784141
-4.93258,2.246798
-2.840546,1.138542
5.138312,2.566284
3.226386,1.000228
5.731257,3.007454
4.68053,1.895342
-6.875022,2.920494
-9.448176,1.097397
5.655609,3.127522
2.970443,1.351094
-2.462505,1.325289
6.734871,2.979497
-1.632495,2.408632
9.839325,1.073236
-1.340162,3.289355
9.637056,0.843487
4.383807,2.105307
-3.716996,1.364809
0.356697,4.723144
9.377011,1.058352
2.481571,1.426163
-9.272553,0.91988
-9.717982,0.741007
2.84741,1.083238
6.101394,3.316498
-7.283333,2.590066
6.894442,2.89553
8.589982,1.138653
-6.001848,3.039925
-4.133527,1.296904
-0.057174,4.965407
-0.522073,4.373125
-2.367606,1.499242
4.691598,2.052286
3.526487,1.336498
7.002737,2.949899
-5.700396,3.04776
2.823924,1.030951
6.401167,3.140751
5.435074,2.89294
4.623409,1.96213
-8.82536,1.185426
2.893168,1.354076
-3.272978,0.862784
5.792755,3.263094
3.753365,1.140445
-0.399536,4.821254
7.745659,2.260031
7.801955,2.044176
6.142387,3.378317
-1.998941,2.226203
0.275597,5.173635
-1.043578,3.579011
7.034361,3.03833
-8.844793,1.08956
1.200752,3.324229
9.035822,0.996648
6.77693,2.747008
3.879565,1.013582
5.373275,2.729285
3.760267,1.205333
8.52792,1.573145
-9.912261,1.158234
6.90025,2.933548
-7.415915,2.728755
7.409893,2.529134
-1.566937,2.415313
-4.0736,1.483125
3.34562,0.742224
-9.036977,1.228709
7.955918,1.847197
-2.536309,1.425886
-8.069609,1.786287
-9.769621,1.094594
-0.870769,3.797945
6.416418,3.167519
-7.141113,2.771771
-5.0301,2.211376
2.512269,1.303198
8.672963,1.585516
-2.410856,1.237264
8.772465,1.555369
-2.835812,1.288842
-8.016877,1.705835
-8.671828,1.209241
-9.724354,0.618324
-5.964742,2.871623
2.312512,1.505919
6.275218,3.255773
5.197859,2.742127
-4.25495,1.791968
-8.536761,1.226076
-0.526269,4.52165
0.577823,4.33931
-6.526698,3.162327
9.972696,1.041646
-3.172179,1.220203
7.389348,2.532342
4.130563,1.675693
5.649946,2.724625
1.342902,3.245279
0.611666,4.376495
6.542162,3.07923
-7.418111,2.579402
3.279129,1.087176
-3.129338,1.001324
4.0704,1.776396
-1.961024,2.060392
-7.339891,2.483346
8.92651,1.202314
2.916318,1.294229
-4.567021,1.735324
0.458328,4.640357
3.568385,1.134676
-9.716225,1.136754
-9.673093,1.033288
3.782586,1.406591
4.887081,2.462191
4.654971,2.030171
3.469866,1.067104
2.521676,1.282991
8.431516,1.713857
-8.382014,1.336855
9.927283,1.164116
-9.847561,1.024967
3.415255,1.166953
-6.99672,2.918661
6.599601,2.998091
-0.200782,5.350806
-0.075656,4.780679
4.527514,1.929924
-8.229825,1.697571
8.13567,1.74713
5.987928,3.180872
-2.29052,1.315532
9.795785,0.937872
4.348773,1.549334
-4.591782,1.859939
-4.485698,1.942288
1.650821,2.637508
-0.861214,4.023539
-8.593386,1.230661
-2.001512,1.96901
7.75885,2.016296
-0.392174,4.66303
3.427869,0.980852
-5.830156,2.982823
-6.607045,3.149832
9.893625,1.044872
-5.145609,2.663254
9.342621,0.525734
8.89885,1.147835
-5.466056,2.870998
7.917898,2.115276
3.459706,0.984185
-2.907528,1.31131
1.80102,2.62713
8.755831,1.01318
-4.829926,2.135202
-1.59361,2.404965
7.624339,2.227371
0.34505,4.998235
-1.108901,3.642704
0.70702,4.155323
7.223919,2.586593
3.955532,1.194088
7.651756,2.126295
-4.822692,2.137043
-8.794791,1.00721
-9.198091,0.738669
-6.795863,3.107507
-7.742815,2.202186
-4.379398,1.983404
-5.269123,2.442524
6.707118,3.032307
2.356755,1.413143
-8.618517,1.423601
-5.932371,3.179616
8.227403,1.41415
-5.095142,2.388327
-2.59139,1.346732
-3.845352,1.213686
-8.630388,1.253996
-3.731737,1.376398
4.037583,1.2213
-8.348664,1.58604
0.538443,4.608684
-7.825564,1.91232
-1.550001,2.832035
7.323119,2.712532
2.652382,1.333206
3.493474,0.979199
-7.720154,2.216986
-4.16618,1.790226
-7.430184,2.393338
5.582457,2.938416
3.048577,1.23274
-1.034749,3.349943
2.054829,1.842664
0.868106,3.813459
-4.288788,1.58934
6.723137,2.834748
5.801337,2.65617
-8.058678,1.987521
8.349714,1.6717
8.948617,1.1715
-5.149325,2.53673
-1.840183,2.286156
6.928819,3.026279
-1.660237,2.401843
-2.320895,1.649519
-7.397298,2.462443
-1.966633,1.855343
-5.802322,2.784364
-7.701863,2.428884
8.193575,1.620239
-4.364878,1.766459
-5.253096,2.683367
8.901985,0.870642
-8.093724,1.616993
8.190952,1.797252
-7.45996,2.441763
-8.087152,1.663347
-5.809835,3.007989
5.753161,2.831278
2.2416,1.659989
-7.283865,2.55689
7.09941,3.017322
3.276665,1.108894
-7.003683,3.057958
-0.055844,5.469352
9.083446,0.971036
-4.063396,1.759169
8.62225,1.206267
2.858213,1.009333
-3.00659,1.062096
5.023904,2.343749
-1.970788,1.830619
5.195402,2.56322
6.58201,2.863982
-1.134807,3.27127
5.548171,2.821086
1.787897,2.079625
1.621976,2.520095
2.217395,1.751557
6.267468,3.312275
-1.671171,2.313433
8.740834,1.11556
-0.283785,4.802424
-4.993175,2.616315
-4.149665,1.652482
-9.832526,0.920852
-5.78834,3.102141
9.220279,0.991425
-4.204271,1.598306
-0.191423,5.15302
-0.797383,3.803296
5.904341,2.861725
9.009149,0.917564
-0.579343,4.364502
6.086445,3.05841
0.497823,4.35734
-7.467535,2.325581
1.116131,3.669254
-8.43159,1.258954
-8.205052,1.413043
-8.209381,1.7524
-9.960544,0.936799
-1.670258,2.472864
1.053505,3.424263
-7.437022,2.574962
6.772066,3.112469
-7.068044,2.743789
5.764953,3.202785
7.079685,2.780307
-7.127527,2.854043
-1.060987,3.313708
8.963572,1.183354
-8.351578,1.695904
4.930568,2.484814
0.367796,4.581038
-6.513123,2.999383
-0.591636,4.456095
2.612792,1.033079
-9.168733,1.323613
7.259689,2.816925
-8.875459,1.119471
-5.602468,2.813479
7.11762,2.661839
-9.540602,0.958028
-0.622764,4.290905
1.047736,3.449097
-7.547416,2.442169
8.330135,1.387233
7.067409,2.916103
-8.659604,0.982656
4.321013,1.857651
-5.55131,3.001891
-0.149392,4.976019
-2.829794,1.231918
-5.522263,2.8868
-1.594789,2.660727
3.928172,1.451364
5.867376,2.836208
4.656604,2.107032
9.146821,1.144047
5.565984,2.752511
-3.582797,1.414802
0.490523,4.592609
-9.357483,1.04142
6.777407,3.077103
-6.758303,3.104479
8.284237,1.552205
0.062802,4.944301
2.798465,1.300836
-3.698818,0.981074
4.53544,1.718245
0.327698,4.910658
-8.700279,1.288747
9.49647,0.877103
-3.521201,1.024566
8.66194,1.331077
0.720712,3.515289
-9.300147,0.700864
3.431306,0.964625
0.706293,4.134724
-4.320774,1.645325
6.215819,3.237554
3.346312,0.792847
-4.230901,1.560006
1.099082,3.470991
-9.929952,1.162317
6.737496,3.080462
2.962322,1.329932
3.516502,1.283757
4.247903,1.493436
1.012939,3.716294
-9.748497,1.076321
-2.033425,2.11426
9.851293,0.918143
-7.736638,2.210578
8.859211,0.796416
-8.082317,1.817545
-8.884564,0.946489
