x,y
4587,21040569
9235,85285225
17638,311099044
-16699,278856601
-14362,206267044
-10060,101203600
-1912,3655744
-897,804609
5911,34939921
-453,205209
-16709,279190681
-305,93025
-811,657721
-15771,248724441
-4194,17589636
-5524,30514576
-8772,76947984
-18301,334926601
-13099,171583801
9700,94090000
-6648,44195904
-15504,240374016
-765,585225
17231,296907361
-7426,55145476
-3815,14554225
14301,204518601
-16845,283754025
9562,91431844
-5000,25000000
16322,266407684
4097,16785409
-1039,1079521
19966,398641156
12470,155500900
4372,19114384
-1241,1540081
-12336,152176896
8659,74978281
9958,99161764
-171,29241
15645,244766025
-14306,204661636
8000,64000000
963,927369
-8269,68376361
14461,209120521
-4022,16176484
-947,896809
17903,320517409
4769,22743361
18589,345550921
17574,308845476
6062,36747844
-14621,213773641
-14519,210801361
17879,319658641
-7485,56025225
-16687,278455969
-9436,89038096
-13446,180794916
9617,92486689
-18787,352951369
4177,17447329
-10256,105185536
11189,125193721
7100,50410000
-9876,97535376
1952,3810304
-11421,130439241
13134,172501956
185,34225
-3960,15681600
12102,146458404
8257,68178049
12507,156425049
12100,146410000
12584,158357056
-9816,96353856
4867,23687689
9457,89434849
19808,392356864
10869,118135161
-2287,5230369
-19751,390102001
578,334084
-17607,310006449
-344,118336
3608,13017664
17990,323640100
-10202,104080804
8575,73530625
5595,31304025
-1412,1993744
13247,175483009
16886,285136996
2766,7650756
-101,10201
725,525625
2296,5271616
-14408,207590464
18084,327031056
-13187,173896969
2098,4401604
-14346,205807716
4658,21696964
8796,77369616
16951,287336401
11063,122389969
13724,188348176
16318,266277124
-813,660969
7250,52562500
-5979,35748441
7614,57972996
90,8100
-8659,74978281
17852,318693904
-15301,234120601
15256,232745536
13072,170877184
-18896,357058816
-14326,205234276
-18432,339738624
-16705,279057025
-3672,13483584
-12504,156350016
18001,324036001
7162,51294244
6759,45684081
-17331,300363561
-10080,101606400
11331,128391561
5639,31798321
-65,4225
-3135,9828225
-16733,279993289
-4480,20070400
-4531,20529961
-7396,54700816
19954,398162116
11952,142850304
-13463,181252369
-19754,390220516
-5878,34550884
15224,231770176
-9731,94692361
10153,103083409
19974,398960676
17864,319122496
-3062,9375844
-15402,237221604
16683,278322489
-10082,101646724
-11663,136025569
11644,135582736
-10831,117310561
16092,258952464
-2940,8643600
-19801,392079601
-12088,146119744
7895,62331025
3931,15452761
-1252,1567504
16051,257634601
-9383,88040689
12389,153487321
13082,171138724
-7279,52983841
-3381,11431161
1498,2244004
-4123,16999129
-13111,171898321
17409,303073281
-6312,39841344
-9886,97732996
4875,23765625
-8827,77915929
-18179,330476041
7398,54730404
-8381,70241161
17674,312370276
8881,78872161
2801,7845601
-9934,98684356
-18473,341251729
-17723,314104729
-5624,31629376
-18372,337530384
-11816,139617856
-13503,182331009
-13047,170224209
-11820,139712400
757,573049
-6740,45427600
-5964,35569296
16017,256544289
16,256
13749,189035001
-12193,148669249
14904,222129216
-6005,36060025
1140,1299600
-15166,230007556
11847,140351409
5130,26316900
6924,47941776
-5703,32524209
-6506,42328036
-10272,105513984
1030,1060900
3928,15429184
-18443,340144249
-9545,91107025
-13727,188430529
12932,167236624
7776,60466176
5812,33779344
-18928,358269184
-19670,386908900
4325,18705625
-19321,373301041
-19771,390892441
1759,3094081
19054,363054916
11771,138556441
13725,188375625
-3773,14235529
-6586,43375396
-2478,6140484
-1533,2350089
-18761,351975121
4705,22137025
-18961,359519521
-19202,368716804
-4250,18062500
105,11025
10944,119771136
-8581,73633561
-19180,367872400
6689,44742721
-8898,79174404
-6227,38775529
-13717,188156089
-9716,94400656
-19307,372760249
-1571,2468041
-10850,117722500
9580,91776400
-17216,296390656
12087,146095569
-13303,176969809
-24,576
-11814,139570596
-18564,344622096
-7489,56085121
-17876,319551376
-4452,19820304
-9842,96864964
16881,284968161
8616,74235456
16404,269091216
13017,169442289
-8196,67174416
-12752,162613504
5433,29517489
8324,69288976
-8718,76003524
-8079,65270241
-11367,129208689
8980,80640400
-12322,151831684
3232,10445824
-16397,268861609
19317,373146489
1494,2232036
14187,201270969
4004,16032016
19609,384512881
-18683,349054489
3135,9828225
-11170,124768900
-290,84100
-9910,98208100
-3363,11309769
4504,20286016
3885,15093225
-13985,195580225
10278,105637284
2822,7963684
8447,71351809
-2220,4928400
19186,368102596
1042,1085764
8210,67404100
-18013,324468169
45,2025
-11691,136679481
15674,245674276
6404,41011216
-6887,47430769
12022,144528484
15714,246929796
10490,110040100
-17922,321198084
14710,216384100
9681,93721761
5963,35557369
14908,222248464
4564,20830096
-12941,167469481
2525,6375625
2251,5067001
18002,324072004
-17375,301890625
7667,58782889
-11967,143209089
-3896,15178816
-6026,36312676
11388,129686544
18689,349278721
159,25281
15295,233937025
1539,2368521
19889,395572321
-11897,141538609
10968,120297024
11516,132618256
-5785,33466225
-11685,136539225
7535,56776225
-8560,73273600
-2171,4713241
-14602,213218404
16151,260854801
15796,249513616
19815,392634225
-4057,16459249
12577,158180929
-16877,284833129
9997,99940009
-5429,29474041
12962,168013444
-3312,10969344
17219,296493961
9346,87347716
573,328329
-11957,142969849
-7253,52606009
4665,21762225
10570,111724900
3415,11662225
-2244,5035536
10305,106193025
-15079,227376241
-13816,190881856
-593,351649
-11899,141586201
-7389,54597321
-18607,346220449
17780,316128400
17710,313644100
2385,5688225
14660,214915600
-13934,194156356
10899,118788201
7857,61732449
9298,86452804
-6226,38763076
-2001,4004001
1911,3651921
12679,160757041
9777,95589729
3916,15335056
18043,325549849
3467,12020089
10889,118570321
4411,19456921
-3536,12503296
-16194,262245636
-18186,330730596
-2870,8236900
-17333,300432889
-12518,156700324
11724,137452176
15413,237560569
-6474,41912676
-13308,177102864
14251,203091001
-5224,27290176
2684,7203856
5116,26173456
-1378,1898884
5625,31640625
-2207,4870849
8734,76282756
16474,271392676
10171,103449241
3149,9916201
2807,7879249
8653,74874409
-4004,16032016
12948,167650704
2759,7612081
19653,386240409
-16776,281434176
4467,19954089
2791,7789681
-4041,16329681
2827,7991929
-6262,39212644
-2547,6487209
15726,247307076
-9745,94965025
-12381,153289161
5882,34597924
14971,224130841
12624,159365376
1033,1067089
-3237,10478169
-11366,129185956
922,850084
6915,47817225
-18617,346592689
-19870,394816900
-8175,66830625
-14255,203205025
11883,141205689
17425,303630625
16136,260370496
-10826,117202276
4441,19722481
-4617,21316689
-19012,361456144
2676,7160976
2524,6370576
-14231,202521361
-7873,61984129
12031,144744961
17601,309795201
-10188,103795344
8359,69872881
-14594,212984836
5740,32947600
2379,5659641
-14299,204461401
-9629,92717641
13646,186213316
11802,139287204
-10283,105740089
-11321,128165041
-12712,161594944
-11135,123988225
-1004,1008016
9373,87853129
-16972,288048784
-13958,194825764
-9005,81090025
-3235,10465225
-18947,358988809
-8539,72914521
15472,239382784
-17622,310534884
-11252,126607504
4845,23474025
16316,266211856
-8463,71622369
8556,73205136
17776,315986176
9478,89832484
-10326,106626276
-10410,108368100
13007,169182049
1053,1108809
-16329,266636241
-17159,294431281
-7215,52056225
-19129,365918641
7475,55875625
-18087,327139569
9503,90307009
-10754,115648516
-10769,115971361
-11692,136702864
3751,14070001
7719,59582961
19423,377252929
15683,245956489
17379,302029641
14011,196308121
-17942,321915364
4186,17522596
12196,148742416
-13467,181360089
978,956484
-2494,6220036
-15103,228100609
14680,215502400
-7849,61606801
-19901,396049801
-9309,86657481
-15181,230462761
19623,385062129
1128,1272384
-15220,231648400
-17009,289306081
-18445,340218025
5761,33189121
-18210,331604100
13331,177715561
8555,73188025
7708,59413264
10304,106172416
14626,213919876
19473,379197729
701,491401
-5350,28622500
8630,74476900
15366,236113956
-7853,61669609
8618,74269924
19044,362673936
9463,89548369
-5062,25623844
10488,109998144
13829,191241241
3595,12924025
4423,19562929
-16541,273604681
-9328,87011584
-14844,220344336
-16704,279023616
10921,119268241
18798,353364804
-6255,39125025
8984,80712256
14794,218862436
-8113,65820769
2449,5997601
1436,2062096
15248,232501504
17428,303735184
-2763,7634169
-8273,68442529
14716,216560656
-11423,130484929
5250,27562500
7636,58308496
18377,337714129
-2684,7203856
-9963,99261369
-5978,35736484
-184,33856
11199,125417601
5851,34234201
-18575,345030625
19582,383454724
14886,221592996
735,540225
-6572,43191184
-7081,50140561
-15507,240467049
-2544,6471936
-13579,184389241
3361,11296321
-10198,103999204
-11623,135094129
2120,4494400
-17368,301647424
672,451584
-6518,42484324
9714,94361796
-16584,275029056
-8787,77211369
7768,60341824
-609,370881
5103,26040609
-3076,9461776
12198,148791204
-14588,212809744
3391,11498881
-2767,7656289
-7106,50495236
6560,43033600
-4001,16008001
-13668,186814224
-7197,51796809
16242,263802564
-15180,230432400
-3166,10023556
12652,160073104
-3266,10666756
-3172,10061584
14430,208224900
509,259081
-3125,9765625
13682,187197124
9506,90364036
6133,37613689
2912,8479744
-4460,19891600
2607,6796449
-5313,28227969
-5005,25050025
3243,10517049
-2116,4477456
-18893,356945449
9290,86304100
-7856,61716736
17421,303491241
7686,59074596
-18247,332953009
9493,90117049
15723,247212729
11732,137639824
-13420,180096400
-6942,48191364
10775,116100625
-6098,37185604
-10752,115605504
15979,255328441
-4744,22505536
19706,388326436
-9398,88322404
-8039,64625521
-7788,60652944
8753,76615009
15281,233508961
8031,64496961
-2058,4235364
-9069,82246761
6640,44089600
-6638,44063044
-13674,186978276
13820,190992400
-7908,62536464
19284,371872656
-3912,15303744
-1501,2253001
-8490,72080100
4289,18395521
-19899,395970201
-11987,143688169
13425,180230625
-11577,134026929
-19006,361228036
15041,226231681
-13314,177262596
-8794,77334436
-4115,16933225
17424,303595776
-8837,78092569
7553,57047809
12929,167159041
-14670,215208900
6823,46553329
-3483,12131289
-10218,104407524
11854,140517316
-5003,25030009
-3379,11417641
-1343,1803649
-2278,5189284
8982,80676324
4223,17833729
17960,322561600
-946,894916
-16087,258791569
-13804,190550416
-17328,300259584
14596,213043216
10771,116014441
-11636,135396496
15414,237591396
-6972,48608784
6605,43626025
-291,84681
7252,52591504
19685,387499225
-18111,328008321
6850,46922500
-10577,111872929
-6003,36036009
-5115,26163225
-12769,163047361
19715,388681225
14096,198697216
18603,346071609
-2464,6071296
15231,231983361
-1896,3594816
13818,190937124
-17020,289680400
10260,105267600
-6793,46144849
-19641,385768881
15949,254370601
-100,10000
17179,295118041
-15798,249576804
-310,96100
15613,243765769
886,784996
-18633,347188689
16899,285576201
-18127,328588129
-16760,280897600
-8627,74425129
-4901,24019801
1669,2785561
-1552,2408704
9349,87403801
5862,34363044
14524,210946576
1654,2735716
-10294,105966436
10250,105062500
11550,133402500
-1466,2149156
7048,49674304
-230,52900
-15446,238578916
2146,4605316
11384,129595456
13350,178222500
-7963,63409369
-11645,135606025
-5410,29268100
15724,247244176
14351,205951201
-19111,365230321
15888,252428544
14424,208051776
18834,354719556
18058,326091364
-5161,26635921
-17344,300814336
7837,61418569
19376,375429376
19103,364924609
-17122,293162884
-1954,3818116
16507,272481049
-1317,1734489
4499,20241001
7510,56400100
15866,251729956
6217,38651089
-14816,219513856
12194,148693636
-17046,290566116
17688,312865344
7792,60715264
-6340,40195600
-15618,243921924
6125,37515625
17261,297942121
-14458,209033764
19455,378497025
4855,23571025
-15843,251000649
9671,93528241
-7733,59799289
6320,39942400
-11168,124724224
6869,47183161
-16154,260951716
18221,332004841
7337,53831569
-1853,3433609
-10492,110082064
-3450,11902500
-7430,55204900
1905,3629025
19506,380484036
-19291,372142681
9931,98624761
-5571,31036041
-6279,39425841
-6987,48818169
-7149,51108201
-8255,68145025
-9701,94109401
-7653,58568409
-19929,397165041
-6491,42133081
5338,28494244
9236,85303696
6126,37527876
-6334,40119556
10507,110397049
-9637,92871769
4824,23270976
-11686,136562596
-12908,166616464
12696,161188416
12862,165431044
2606,6791236
17539,307616521
16954,287438116
-13106,171767236
17924,321269776
-3894,15163236
14653,214710409
2019,4076361
-5545,30747025
1398,1954404
3359,11282881
10993,120846049
11334,128459556
-9862,97259044
-418,174724
-5409,29257281
-12245,149940025
17561,308388721
-14677,215414329
7067,49942489
-7139,50965321
10541,111112681
13584,184525056
-18509,342583081
5411,29278921
15362,235991044
-7815,61074225
-9256,85673536
-16571,274598041
-3242,10510564
4877,23785129
18335,336172225
18759,351900081
-4809,23126481
-1557,2424249
16220,263088400
-9452,89340304
-11541,133194681
-6423,41254929
12746,162460516
12179,148328041
16880,284934400
583,339889
18657,348083649
8871,78694641
5799,33628401
-8461,71588521
4443,19740249
-13376,178917376
-4758,22638564
-4065,16524225
-19107,365077449
6266,39262756
-7116,50637456
-1357,1841449
17533,307406089
-8157,66536649
3959,15673681
-210,44100
19321,373301041
17037,290259369
16571,274598041
-11088,122943744
7471,55815841
-19470,379080900
14348,205865104
14201,201668401
17417,303351889
-11497,132181009
-14496,210134016
3545,12567025
9569,91565761
15143,229310449
10857,117874449
10270,105472900
5903,34845409
-11797,139169209
-13208,174451264
-15314,234518596
-10138,102779044
-5294,28026436
-16907,285846649
8441,71250481
-11411,130210921
-17275,298425625
-16965,287811225
13104,171714816
-18746,351412516
9446,89226916
5529,30569841
-991,982081
16998,288932004
-3485,12145225
2509,6295081
4293,18429849
479,229441
-9420,88736400
19063,363397969
12777,163251729
-16096,259081216
2522,6360484
15742,247810564
18386,338044996
10224,104530176
1883,3545689
-7236,52359696
-3812,14531344
7542,56881764
19273,371448529
-14629,214007641
-4247,18037009
-14786,218625796
-18120,328334400
11214,125753796
-5996,35952016
4918,24186724
-12382,153313924
1360,1849600
8293,68773849
-415,172225
5556,30869136
-2648,7011904
-7298,53260804
-12739,162282121
-4818,23213124
-18414,339075396
-2884,8317456
-3998,15984004
14655,214769025
-11502,132296004
2048,4194304
4711,22193521
-3218,10355524
-9422,88774084
-9599,92140801
-19327,373532929
15696,246364416
-16460,270931600
-17781,316163961
8351,69739201
-4734,22410756
1201,1442401
13248,175509504
-19567,382867489
13642,186104164
-7024,49336576
-13399,179533201
-2843,8082649
14081,198274561
16166,261339556
-5726,32787076
-12176,148254976
12457,155176849
6391,40844881
-18960,359481600
11796,139145616
-143,20449
10059,101183481
-14443,208600249
4379,19175641
-14467,209294089
-4578,20958084
13628,185722384
19772,390931984
-17406,302968836
762,580644
-19609,384512881
-17508,306530064
-5126,26275876
13368,178703424
12128,147088384
-9869,97397161
-13684,187251856
-18261,333464121
15263,232959169
18233,332442289
18435,339849225
19548,382124304
6835,46717225
-1073,1151329
-4679,21893041
1702,2896804
-2066,4268356
12756,162715536
1441,2076481
11837,140114569
17443,304258249
11203,125507209
5102,26030404
-7352,54051904
13340,177955600
14988,224640144
18016,324576256
-11493,132089049
18018,324648324
-5006,25060036
8866,78605956
-11071,122567041
-19468,379003024
-4721,22287841
6123,37491129
2380,5664400
-17107,292649449
-10588,112105744
16082,258630724
-2131,4541161
11115,123543225
-19602,384238404
-14208,201867264
-8139,66243321
-11793,139074849
11160,124545600
17648,311451904
5164,26666896
-18464,340919296
7534,56761156
-17490,305900100
-11709,137100681
9820,96432400
-13359,178462881
15066,226984356
2961,8767521
13961,194909521
-6801,46253601
13995,195860025
-5792,33547264
17062,291111844
1719,2954961
9161,83923921
-18667,348456889
11719,137334961
19865,394618225
-14181,201100761
-11517,132641289
4118,16957924
18025,324900625
7835,61387225
1540,2371600
7454,55562116
-8867,78623689
-1691,2859481
2506,6280036
5986,35832196
15343,235407649
-17334,300467556
1800,3240000
16517,272811289
10040,100801600
4227,17867529
-14513,210627169
-941,885481
1314,1726596
-255,65025
8689,75498721
19660,386515600
76,5776
4385,19228225
636,404496
-19005,361190025
8688,75481344
14221,202236841
-11675,136305625
13405,179694025
-7515,56475225
18670,348568900
6811,46389721
-8237,67848169
9666,93431556
13604,185068816
11657,135885649
18935,358534225
-19191,368294481
-12296,151191616
-2426,5885476
19504,380406016
-1610,2592100
14440,208513600
-18485,341695225
-6832,46676224
1520,2310400
-13590,184688100
-13543,183412849
12852,165173904
-4951,24512401
-5629,31685641
-18521,343027441
-2905,8439025
-5459,29800681
-12359,152744881
-2357,5555449
16657,277455649
17851,318658201
18486,341732196
9115,83083225
4322,18679684
8230,67732900
15826,250462276
-18771,352350441
-16092,258952464
18489,341843121
-17806,317053636
-10065,101304225
-10817,117007489
4944,24443136
-4042,16337764
-18827,354455929
-1854,3437316
-16348,267257104
9350,87422500
-12898,166358404
-668,446224
10486,109956196
14023,196644529
-9933,98664489
11173,124835929
378,142884
-4188,17539344
-110,12100
19665,386712225
14355,206066025
3412,11641744
13189,173949721
613,375769
16182,261857124
7379,54449641
-9528,90782784
-15736,247621696
848,719104
7004,49056016
-14708,216325264
-17890,320052100
12845,164994025
-19140,366339600
17356,301230736
-10638,113167044
-10547,111239209
9747,95004009
-18271,333829441
18711,350101521
4614,21288996
4837,23396569
13758,189282564
-8954,80174116
-17625,310640625
8081,65302561
-3350,11222500
1469,2157961
-13362,178543044
17684,312723856
-15038,226141444
16117,259757689
4337,18809569
7883,62141689
-3978,15824484
-15334,235131556
-4939,24393721
-3675,13505625
6410,41088100
-7268,52823824
-15813,250050969
-8955,80192025
10562,111555844
-14715,216531225
-2910,8468100
-15984,255488256
-12570,158004900
7543,56896849
11524,132802576
-13460,181171600
-12481,155775361
-7809,60980481
9647,93064609
11720,137358400
10336,106832896
-19248,370485504
10149,103002201
-8749,76545001
13468,181387024
18101,327646201
12246,149964516
-13113,171950769
9284,86192656
-2192,4804864
16775,281400625
15629,244265641
-1051,1104601
8821,77810041
13328,177635584
8290,68724100
-4313,18601969
15852,251285904
-13516,182682256
10981,120582361
7971,63536841
-10241,104878081
-8527,72709729
7415,54982225
6635,44023225
-11372,129322384
10109,102191881
-1847,3411409
-14486,209844196
3618,13089924
4597,21132409
733,537289
-16978,288252484
10373,107599129
3332,11102224
-10537,111028369
18401,338596801
-11997,143928009
6294,39614436
-9180,84272400
-168,28224
-6841,46799281
15297,233998209
12368,152967424
1601,2563201
-5476,29986576
19786,391485796
-11535,133056225
4100,16810000
19597,384042409
6520,42510400
-1238,1532644
17843,318372649
-9764,95335696
-14304,204604416
-19122,365650884
10069,101384761
3220,10368400
18573,344956329
14067,197880489
11064,122412096
-18165,329967225
3446,11874916
-1229,1510441
-7823,61199329
10445,109098025
4429,19616041
16298,265624804
4772,22771984
-1744,3041536
16904,285745216
-10495,110145025
-4794,22982436
-8792,77299264
-7330,53728900
-19722,388957284
2948,8690704
11537,133102369
-11633,135326689
-12590,158508100
8968,80425024
10229,104632441
-2446,5982916
-16612,275958544
12497,156175009
-10119,102394161
16467,271162089
-11928,142277184
2725,7425625
-779,606841
16702,278956804
5093,25938649
-10664,113720896
-15261,232898121
-8947,80048809
15910,253128100
12636,159668496
7039,49547521
15315,234549225
16666,277755556
-10136,102738496
-9581,91795561
-6203,38477209
11493,132089049
14795,218892025
-2349,5517801
-1775,3150625
-12298,151240804
13701,187717401
-9240,85377600
-4516,20394256
-532,283024
14214,202037796
-8500,72250000
14367,206410689
18498,342176004
-1699,2886601
-15601,243391201
-2301,5294601
-627,393129
-16299,265657401
198,39204
19337,373919569
10442,109035364
-18174,330294276
-4497,20223009
-11037,121815369
6592,43454464
6291,39576681
-10798,116596804
658,432964
-8806,77545636
-15867,251761689
-11921,142110241
-7697,59243809
-9654,93199716
14956,223681936
14305,204633025
-2247,5049009
-13050,170302500
-6210,38564100
6166,38019556
6298,39664804
-19868,394737424
5632,31719424
17216,296390656
-810,656100
18028,325008784
12302,151339204
3603,12981609
-2546,6482116
15832,250652224
-17643,311275449
